portfolio_id,return
PF00001001,0.025807793547237078
PF00001004,0.026632060213903748
PF00001009,0.024569126880570412
PF00001013,0.026704524730032774
PF00001014,0.02716906021390375
PF00001015,0.026694563547237083
PF00001017,0.027164460213903747
PF00001023,0.024569126880570412
PF00001024,0.026704524730032774
PF00001025,0.05738766470588236
PF00001028,0.026894534975808508
PF00001032,0.025529126880570407
PF00001036,0.027412060213903744
PF00001041,0.02662093497580851
PF00001045,0.024569126880570412
PF00001047,0.025529126880570407
PF00001049,0.026770060213903747
PF00001053,0.05738766470588236
PF00001060,0.02716906021390375
PF00001067,0.026404860213903748
PF00001068,0.025807793547237078
PF00001069,0.026530934975808506
PF00001077,0.02690908590650337
PF00001078,0.02554435472370767
PF00001085,0.02649462139037434
PF00001086,0.05738766470588236
PF00001087,0.026561421390374335
PF00001088,0.02663262139037434
PF00001092,0.026801421390374336
PF00001095,0.026929888057041003
PF00001099,0.026489376152279098
PF00001100,0.026489376152279098
PF00001104,0.026053888057040998
PF00001105,0.02825220333333333
PF00001107,0.02826146333333333
PF00001108,0.057071514705882356
PF00001112,0.028876463333333335
PF00001119,0.028404749999999996
PF00001123,0.02416035
PF00001126,0.02416035
PF00001132,0.026489376152279098
PF00001135,0.02644108590650337
PF00001145,0.026749888057041003
PF00001148,0.026399376152279098
PF00001153,0.026618721390374335
PF00001155,0.0573231
PF00001161,0.026348788057041002
PF00001164,0.02662272139037434
PF00001165,0.026348788057041002
PF00001171,0.05706790000000002
PF00001178,0.026618721390374335
PF00001179,0.02833433810952
PF00001180,0.05706790000000002
PF00001194,0.027052621390374336
PF00001199,0.026489376152279098
PF00001198,0.026749888057041003
PF00001203,0.025444621390374338
PF00001204,0.026929888057041003
PF00001209,0.05692870000000001
PF00001210,0.02662723735676089
PF00001218,0.026902313547237072
PF00001220,0.02697731354723708
PF00001223,0.027422513547237078
PF00001225,0.02697083735676089
PF00001227,0.02711003735676089
PF00001230,0.05692870000000001
PF00001233,0.02678418021390374
PF00001236,0.026618721390374335
PF00001238,0.026618721390374335
PF00001239,0.05494328880455407
PF00001241,0.05494328880455407
PF00001243,0.026618721390374335
PF00001244,0.026807188057041003
PF00001245,0.05492523880455408
PF00001253,0.026828054723707667
PF00001255,0.026807188057041003
PF00001258,0.026363188057041003
PF00001260,0.02647645472370767
PF00001262,0.02647645472370767
PF00001264,0.026348788057041002
PF00001265,0.02662272139037434
PF00001270,0.05754176470588235
PF00001274,0.02711003735676089
PF00001277,0.02662723735676089
PF00001282,0.02431403735676089
PF00001283,0.030461504023427555
PF00001285,0.026887313547237078
PF00001288,0.027163913547237073
PF00001290,0.02662723735676089
PF00001294,0.026846501872889922
PF00001296,0.02697731354723708
PF00001303,0.02697083735676089
PF00001305,0.02678418021390374
PF00001306,0.02678418021390374
PF00001309,0.02662723735676089
PF00001310,0.02965590402342756
PF00001312,0.02664191354723708
PF00001313,0.055669800000000005
PF00001316,0.027038570690094223
PF00001319,0.027038570690094223
PF00001324,0.029717770690094226
PF00001325,0.027116380213903744
PF00001331,0.030378304023427553
PF00001333,0.05494328880455407
PF00001334,0.027111904023427558
PF00001335,0.026523604023427554
PF00001340,0.027116380213903744
PF00001345,0.027038570690094223
PF00001348,0.055669800000000005
PF00001352,0.02668054688057041
PF00001354,0.02756158021390374
PF00001355,0.05605380000000001
PF00001356,0.05605380000000001
PF00001368,0.029967004023427557
PF00001370,0.027049480213903743
PF00001372,0.026540704023427553
PF00001375,0.027287804023427554
PF00001382,0.027512204023427557
PF00001384,0.02704288021390374
PF00001388,0.026619046880570412
PF00001389,0.027350204023427555
PF00001391,0.026538880213903743
PF00001412,0.048625
PF00001419,0.05485712115749525
PF00001424,0.029255925
PF00001427,0.029255925
PF00001428,0.028798971666666666
PF00001430,0.029313991666666667
PF00001432,0.048012
PF00001433,0.028726085952380954
PF00001438,0.02869818666666667
PF00001440,0.05500717115749525
PF00001441,0.029020771666666667
PF00001446,0.028947916666666667
PF00001450,0.029718716666666666
PF00001453,0.046776
PF00001456,0.02884157166666667
PF00001458,0.029108791666666668
PF00001463,0.05500717115749525
PF00001464,0.02893817166666667
PF00001471,0.05571976470588236
PF00001473,0.0368896
PF00001474,0.05727776470588235
PF00001480,0.0368896
PF00001486,0.05610376470588237
PF00001493,0.057761999999999994
PF00001494,0.0372052
PF00001497,0.03489528823529412
PF00001500,0.0339625
PF00001503,0.0560612
PF00001505,0.0372052
PF00001508,0.0372052
PF00001510,0.0372052
PF00001511,0.035657588235294115
PF00001512,0.05644520000000001
PF00001515,0.035580323949579835
PF00001516,0.0560612
PF00001519,0.055491909246643954
PF00001522,0.033665085
PF00001529,0.033080085
PF00001532,0.032517827629233505
PF00001535,0.03166521680672269
PF00001536,0.03221166939393939
PF00001537,0.033008685
PF00001540,0.05536973067521539
PF00001541,0.03190102762923351
PF00001542,0.05536973067521539
PF00001547,0.032728176806722686
PF00001550,0.05736574999999999
PF00001553,0.033488085
PF00001556,0.03282274096256684
PF00001561,0.055810771428571423
PF00001564,0.05619477142857142
PF00001565,0.03284236096256684
PF00001569,0.036539588235294115
PF00001572,0.058805200000000016
PF00001575,0.03635876131221719
PF00001578,0.0357217113122172
PF00001579,0.05871240000000001
PF00001583,0.03635876131221719
PF00001589,0.03659076823529411
PF00001590,0.059019600000000005
PF00001592,0.035177180769230765
PF00001593,0.05884360000000001
PF00001597,0.0357199613122172
PF00001599,0.036515180769230764
PF00001614,0.037374370000000004
PF00001618,0.036382649999999996
PF00001619,0.03652187076923077
PF00001629,0.03689471307692308
PF00001626,0.03739871307692308
PF00001628,0.03652187076923077
PF00001631,0.05878380000000002
PF00001632,0.03652187076923077
PF00001633,0.035468440000000004
PF00001635,0.03746771307692308
PF00001642,0.03650137076923077
PF00001648,0.03981356428571428
PF00001654,0.040202400000000006
PF00001655,0.04198656428571429
PF00001656,0.040202400000000006
PF00001660,0.04045076428571428
PF00001661,0.06084960000000002
PF00001665,0.04088756428571429
PF00001667,0.06084960000000002
PF00001677,0.06148739999999999
PF00001682,0.040757805
PF00001690,0.04065540000000001
PF00001693,0.041069805
PF00001711,0.04156722499999999
PF00001712,0.04044240645658263
PF00001713,0.040757805
PF00001714,0.04035840645658263
PF00001719,0.04035840645658263
PF00001728,0.04113206264705883
PF00001729,0.04156722499999999
PF00001731,0.0618714
PF00001732,0.04228956428571429
PF00001745,0.04589943683326477
PF00001749,0.046231900000000006
PF00001751,0.06584159999999999
PF00001754,0.04689697604895106
PF00001756,0.04505100000000001
PF00001765,0.04599886363636364
PF00001767,0.04667687645687645
PF00001768,0.06575462051282052
PF00001770,0.04665857645687646
PF00001772,0.0471165577540107
PF00001774,0.04714900502830503
PF00001776,0.04716289108734403
PF00001779,0.06531701282051282
PF00001786,0.06549701282051282
PF00001787,0.04716289108734403
PF00001789,0.04695889108734404
PF00001792,0.04669856363636364
PF00001793,0.0703845
PF00001797,0.06145828717948719
PF00001801,0.062228715750915764
PF00001805,0.061688715750915765
PF00001807,0.0703845
PF00001808,0.061688715750915765
PF00001809,0.06261628717948717
PF00001813,0.06887766666666667
PF00001819,0.0618332871794872
PF00001820,0.061688715750915765
PF00001824,0.06809874285714286
PF00001834,0.0644136
PF00001837,0.069333
PF00001841,0.06407864999999999
PF00001842,0.06435465
PF00001844,0.07047731428571428
